Name,Cation,Anion,Alkyl Chain,Functional Group,Heat Capacity (J/mol·K),Density (kg/m³),Toxicity (IC50 in mM),Solubility (g/L),Hydrophobicity (logP),Viscosity (Pa·s),Pareto Score,In ILThermo
carboxyl-ethyltrimethylammonium chloride,Ammonium,Chloride,Ethyl,Carboxyl,454.7935611,1043.57731,68.47123953,1.954237321,-1.8928,0.036029837,0.413460508,No
(2-hydroxyheptyl)trimethylammonium chloride,Ammonium,Chloride,Heptyl,Hydroxyl,511.2207811,987.493124,38.00041349,1.491824698,-0.4678,0.029349165,0.4645107,No
pentyltrimethylammonium chloride,Ammonium,Chloride,Pentyl,,395.2614859,967.9753027,63.45904697,1.491824698,-0.4233,0.018887584,0.431194812,No
carbonyl-pentyltrimethylammonium chloride,Ammonium,Chloride,Pentyl,Carbonyl,455.2157194,961.1345086,63.45904697,1.491824698,-0.6082,0.028240796,0.43007877,No
(2-hydroxypropyl)trimethylammonium chloride,Ammonium,Chloride,Propyl,Hydroxyl,464.6409511,1131.516381,38.00041349,2.203396426,-2.0282,0.023171222,0.451705601,No
carbonyl-ethyltrimethylammonium chloride,Ammonium,Chloride,Ethyl,Carbonyl,419.4390058,1039.922658,56.79156516,1.954237321,-1.7785,0.022499719,0.42985911,No
carboxyl-tetramethylammonium chloride,Ammonium,Chloride,Methyl,Carboxyl,446.9472752,1087.657905,71.27870899,1.733253018,-2.2829,0.0323062,0.406344556,No
butyltrimethylammonium chloride,Ammonium,Chloride,Butyl,,383.6123769,997.4123999,56.6189988,2.484322533,-0.8134,0.017803882,0.437294211,No
carbonyl-hexyltrimethylammonium chloride,Ammonium,Chloride,Hexyl,Carbonyl,466.8648284,943.441083,50.5162176,1.491824698,-0.2181,0.029959781,0.4502398,No
carboxyl-pentyltrimethylammonium chloride,Ammonium,Chloride,Pentyl,Carboxyl,490.5702748,970.3016809,74.4158541,1.491824698,-0.7225,0.045223287,0.414549693,No
(2-hydroxyhexyl)trimethylammonium chloride,Ammonium,Chloride,Hexyl,Hydroxyl,499.5799751,1011.113629,31.01057424,1.491824698,-0.8579,0.027665215,0.470826572,No
ethyltrimethylammonium chloride,Ammonium,Chloride,Ethyl,,359.4847722,1084.416692,56.79156516,1.954237321,-1.5936,0.015047924,0.430331443,No
heptyltrimethylammonium chloride,Ammonium,Chloride,Heptyl,,418.5514009,928.0367456,63.45904697,1.491824698,0.3569,0.021256894,0.437078776,No
carbonyl-heptyltrimethylammonium chloride,Ammonium,Chloride,Heptyl,Carbonyl,478.5056344,928.8877711,63.45904697,1.491824698,0.172,0.031783398,0.435831211,No
(2-hydroxyoctyl)trimethylammonium chloride,Ammonium,Chloride,Octyl,Hydroxyl,522.8698901,968.3402565,28.01370502,1.491824698,-0.0777,0.031135615,0.480754984,No
carboxyl-heptyltrimethylammonium chloride,Ammonium,Chloride,Heptyl,Carboxyl,513.8601898,938.7715945,74.4158541,1.491824698,0.0577,0.05089622,0.420289813,No
(3-aminooctyl)trimethylammonium chloride,Ammonium,Chloride,Octyl,Amino,543.5742623,957.5497028,22.11152437,1.491824698,0.909,0.047803663,0.49538685,No
carboxyl-octyltrimethylammonium chloride,Ammonium,Chloride,Octyl,Carboxyl,525.5092988,926.6872565,57.57313923,1.491824698,0.4478,0.053994215,0.445555023,No
carbonyl-octyltrimethylammonium chloride,Ammonium,Chloride,Octyl,Carbonyl,490.1547434,916.7877553,45.07123571,1.491824698,0.5621,0.033718018,0.463156959,No
decyltrimethylammonium chloride,Ammonium,Chloride,Decyl,,453.4904249,892.5081975,40.21315104,1.491824698,1.5272,0.025379608,0.476484042,No
(2-hydroxynonyl)trimethylammonium chloride,Ammonium,Chloride,Nonyl,Hydroxyl,534.5106961,952.4140129,38.00041349,1.491824698,0.3124,0.033030804,0.470311554,No
(3-aminodecyl)trimethylammonium chloride,Ammonium,Chloride,Decyl,Amino,566.8641773,930.0855681,19.73585995,1.491824698,1.6892,0.053800285,0.504225167,No
octyltrimethylammonium chloride,Ammonium,Chloride,Octyl,,430.2005099,913.9119366,45.07123571,1.491824698,0.747,0.022550777,0.464439157,No
carbonyl-decyltrimethylammonium chloride,Ammonium,Chloride,Decyl,Carbonyl,513.4446584,897.7001324,40.21315104,1.491824698,1.3423,0.037947698,0.475162206,No
(3-aminomethyl)trimethylammonium bromide,Ammonium,Bromide,Methyl,Amino,505.8040037,1803.447327,29.52975181,1.733253018,-1.8217,0.035631566,0.452851455,No
carbonyl-tetramethylammonium bromide,Ammonium,Bromide,Methyl,Carbonyl,452.3844848,1501.131804,59.91736206,1.733253018,-2.1686,0.025132505,0.415188086,No
carbonyl-nonyltrimethylammonium chloride,Ammonium,Chloride,Nonyl,Carbonyl,501.7955494,906.4936411,63.45904697,1.491824698,0.9522,0.035770395,0.441415218,No
(3-aminononyl)trimethylammonium chloride,Ammonium,Chloride,Nonyl,Amino,555.2150683,942.6264401,31.09614634,1.491824698,1.2991,0.050713417,0.486262423,No
tetramethylammonium bromide,Ammonium,Bromide,Methyl,,392.4302513,1787.462684,59.91736206,1.733253018,-1.9837,0.016808743,0.411526485,No
carboxyl-nonyltrimethylammonium chloride,Ammonium,Chloride,Nonyl,Carboxyl,537.1501048,916.2984637,74.4158541,1.491824698,0.8379,0.057280781,0.42587509,No
carboxyl-tetramethylammonium bromide,Ammonium,Bromide,Methyl,Carboxyl,487.7390402,1443.055495,71.27870899,1.733253018,-2.2829,0.040245837,0.400269119,No
(2-hydroxydecyl)trimethylammonium chloride,Ammonium,Chloride,Decyl,Hydroxyl,546.1598051,939.0399809,25.30645396,1.491824698,0.7025,0.035041352,0.490066895,No
ethyltrimethylammonium bromide,Ammonium,Bromide,Ethyl,,400.2765372,1566.903254,56.79156516,1.954237321,-1.5936,0.018746132,0.422083686,No
carboxyl-decyltrimethylammonium chloride,Ammonium,Chloride,Decyl,Carboxyl,548.7992138,907.3391531,52.8532126,1.491824698,1.228,0.060767397,0.457380417,No
(3-aminoethyl)trimethylammonium bromide,Ammonium,Bromide,Ethyl,Amino,513.6502896,1600.088413,28.13959448,1.954237321,-1.4316,0.039738488,0.460800257,No
(2-hydroxyethyl)trimethylammonium bromide,Ammonium,Bromide,Ethyl,Hydroxyl,492.9459174,1631.566003,34.77127023,1.954237321,-2.4183,0.025882583,0.444841964,No
(2-hydroxymethyl)trimethylammonium bromide,Ammonium,Bromide,Methyl,Hydroxyl,485.0996315,1846.125893,36.29406675,1.733253018,-2.8084,0.023207651,0.436524784,No
carboxyl-propyltrimethylammonium bromide,Ammonium,Bromide,Propyl,Carboxyl,508.0721248,1288.503811,74.4158541,2.203396426,-1.5027,0.050058037,0.403968144,No
(2-hydroxypropyl)trimethylammonium bromide,Ammonium,Bromide,Propyl,Hydroxyl,505.4327161,1498.51067,38.00041349,2.203396426,-2.0282,0.028865829,0.445432005,No
carbonyl-ethyltrimethylammonium bromide,Ammonium,Bromide,Ethyl,Carbonyl,460.2307708,1387.95322,56.79156516,1.954237321,-1.7785,0.028029296,0.423909685,No
nonyltrimethylammonium chloride,Ammonium,Chloride,Nonyl,,441.8413159,902.2381516,63.45904697,1.491824698,1.1371,0.023923417,0.442721023,No
carbonyl-propyltrimethylammonium bromide,Ammonium,Bromide,Propyl,Carbonyl,472.7175694,1313.251121,63.45904697,2.203396426,-1.3884,0.031259974,0.418917546,No
carboxyl-ethyltrimethylammonium bromide,Ammonium,Bromide,Ethyl,Carboxyl,495.5853261,1351.093305,68.47123953,1.954237321,-1.8928,0.044884604,0.40820353,No
(3-aminopropyl)trimethylammonium bromide,Ammonium,Bromide,Propyl,Amino,526.1370883,1473.657812,31.09614634,2.203396426,-1.0415,0.044318776,0.461640475,No
propyltrimethylammonium bromide,Ammonium,Bromide,Propyl,,412.7633359,1435.886776,63.45904697,2.203396426,-1.2035,0.020906826,0.418054222,No
(3-aminobutyl)trimethylammonium bromide,Ammonium,Bromide,Butyl,Amino,537.7778943,1375.147587,27.75517323,2.484322533,-0.6514,0.04701641,0.470403251,No
(2-hydroxybutyl)trimethylammonium bromide,Ammonium,Bromide,Butyl,Hydroxyl,517.0735221,1395.533613,34.32804456,2.484322533,-1.6381,0.030622859,0.454713052,No
carboxyl-butyltrimethylammonium bromide,Ammonium,Bromide,Butyl,Carboxyl,519.7129308,1233.356062,68.3151381,2.484322533,-1.1126,0.053105013,0.415669511,No
carbonyl-butyltrimethylammonium bromide,Ammonium,Bromide,Butyl,Carbonyl,484.3583754,1249.634682,56.6189988,2.484322533,-0.9983,0.033162733,0.431749541,No
butyltrimethylammonium bromide,Ammonium,Bromide,Butyl,,424.4041419,1336.165402,56.6189988,2.484322533,-0.8134,0.0221794,0.431503416,No
(2-hydroxypentyl)trimethylammonium bromide,Ammonium,Bromide,Pentyl,Hydroxyl,528.7226311,1318.507557,38.00041349,1.491824698,-1.248,0.032486838,0.453650896,No
carboxyl-pentyltrimethylammonium bromide,Ammonium,Bromide,Pentyl,Carboxyl,531.3620398,1189.093238,74.4158541,1.491824698,-0.7225,0.056337455,0.410809296,No
(3-aminopentyl)trimethylammonium bromide,Ammonium,Bromide,Pentyl,Amino,549.4270033,1301.270081,31.09614634,1.491824698,-0.2613,0.049878245,0.469729124,No
carbonyl-pentyltrimethylammonium bromide,Ammonium,Bromide,Pentyl,Carbonyl,496.0074844,1199.684934,63.45904697,1.491824698,-0.6082,0.035181311,0.426000754,No
pentyltrimethylammonium bromide,Ammonium,Bromide,Pentyl,,436.0532509,1262.909875,63.45904697,1.491824698,-0.4233,0.023529435,0.42615304,No
(3-aminohexyl)trimethylammonium bromide,Ammonium,Bromide,Hexyl,Amino,561.0761123,1243.771641,24.77315461,1.491824698,0.1288,0.052914277,0.481743646,No
(2-hydroxyhexyl)trimethylammonium bromide,Ammonium,Bromide,Hexyl,Hydroxyl,540.3717401,1258.679111,31.01057424,1.491824698,-0.8579,0.034464274,0.466594457,No
hexyltrimethylammonium bromide,Ammonium,Bromide,Hexyl,,447.7023599,1206.776266,50.5162176,1.491824698,-0.0332,0.024961645,0.446971177,No
(2-hydroxyheptyl)trimethylammonium bromide,Ammonium,Bromide,Heptyl,Hydroxyl,552.0125461,1210.811093,38.00041349,1.491824698,-0.4678,0.036562075,0.460693059,No
carboxyl-hexyltrimethylammonium bromide,Ammonium,Bromide,Hexyl,Carboxyl,543.0111488,1152.745719,62.71456734,1.491824698,-0.3324,0.059766651,0.42963367,No
carbonyl-hexyltrimethylammonium bromide,Ammonium,Bromide,Hexyl,Carbonyl,507.6565934,1159.386825,50.5162176,1.491824698,-0.2181,0.037322757,0.446548174,No
(3-aminoheptyl)trimethylammonium bromide,Ammonium,Bromide,Heptyl,Amino,572.7169183,1197.693166,31.09614634,1.491824698,0.5189,0.056135108,0.476700794,No
carbonyl-heptyltrimethylammonium bromide,Ammonium,Bromide,Heptyl,Carbonyl,519.2973994,1126.140237,63.45904697,1.491824698,0.172,0.039594551,0.432459114,No
carboxyl-heptyltrimethylammonium bromide,Ammonium,Bromide,Heptyl,Carboxyl,554.6519548,1122.3188,74.4158541,1.491824698,0.0577,0.063404579,0.417151837,No
(2-hydroxyoctyl)trimethylammonium bromide,Ammonium,Bromide,Octyl,Hydroxyl,563.6616551,1171.730802,28.01370502,1.491824698,-0.0777,0.038787567,0.477277967,No
heptyltrimethylammonium bromide,Ammonium,Bromide,Heptyl,,459.3431659,1162.331498,63.45904697,1.491824698,0.3569,0.026481032,0.433073564,No
nonyltrimethylammonium bromide,Ammonium,Bromide,Nonyl,,482.6330809,1096.564574,63.45904697,1.491824698,1.1371,0.029802885,0.439399007,No
(3-aminooctyl)trimethylammonium bromide,Ammonium,Bromide,Octyl,Amino,584.3660273,1160.027268,22.11152437,1.491824698,0.909,0.059551988,0.491925303,No
carboxyl-octyltrimethylammonium bromide,Ammonium,Bromide,Octyl,Carboxyl,566.3010638,1096.549884,57.57313923,1.491824698,0.4478,0.067263943,0.442650946,No
carbonyl-octyltrimethylammonium bromide,Ammonium,Bromide,Octyl,Carbonyl,530.9465084,1098.322649,45.07123571,1.491824698,0.5621,0.042004626,0.460053522,No
carboxyl-nonyltrimethylammonium bromide,Ammonium,Bromide,Nonyl,Carboxyl,577.9418698,1074.375133,74.4158541,1.491824698,0.8379,0.071358223,0.423172456,No
(2-hydroxydecyl)trimethylammonium bromide,Ammonium,Bromide,Decyl,Hydroxyl,586.9515701,1111.623024,25.30645396,1.491824698,0.7025,0.043653186,0.487116471,No
carbonyl-nonyltrimethylammonium bromide,Ammonium,Bromide,Nonyl,Carbonyl,542.5873144,1074.630546,63.45904697,1.491824698,0.9522,0.0445614,0.438540789,No
(2-hydroxynonyl)trimethylammonium bromide,Ammonium,Bromide,Nonyl,Hydroxyl,575.3024611,1139.140252,38.00041349,1.491824698,0.3124,0.041148522,0.467119382,No
(3-aminononyl)trimethylammonium bromide,Ammonium,Bromide,Nonyl,Amino,596.0068333,1128.581669,31.09614634,1.491824698,1.2991,0.06317685,0.483083286,No
octyltrimethylammonium bromide,Ammonium,Bromide,Octyl,,470.9922749,1126.359585,45.07123571,1.491824698,0.747,0.028092902,0.460807389,No
(3-aminodecyl)trimethylammonium bromide,Ammonium,Bromide,Decyl,Amino,607.6559423,1102.008901,19.73585995,1.491824698,1.6892,0.067022353,0.501285866,No
carbonyl-decyltrimethylammonium bromide,Ammonium,Bromide,Decyl,Carbonyl,554.2364234,1054.279228,40.21315104,1.491824698,1.3423,0.047273801,0.472485329,No
carboxyl-decyltrimethylammonium bromide,Ammonium,Bromide,Decyl,Carboxyl,589.5909788,1055.157901,52.8532126,1.491824698,1.228,0.075701716,0.454853103,No
decyltrimethylammonium bromide,Ammonium,Bromide,Decyl,,494.2821899,1071.559573,40.21315104,1.491824698,1.5272,0.031616952,0.473423127,No
(2-hydroxymethyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Methyl,Hydroxyl,619.0650595,1266.042885,36.29406675,1.733253018,0.50986,0.068618518,0.468560952,No
tetramethylammonium dicyanamide,Ammonium,Dicyanamide,Methyl,,526.3956793,1173.352355,59.91736206,1.733253018,1.33456,0.049698741,0.444144734,No
(2-hydroxyethyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Ethyl,Hydroxyl,626.9113454,1187.534176,34.77127023,1.954237321,0.89996,0.076527541,0.474552297,No
(3-aminomethyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Methyl,Amino,639.7694317,1240.209713,29.52975181,1.733253018,1.49656,0.105352551,0.484598858,No
(3-aminoethyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Ethyl,Amino,647.6157176,1166.649056,28.13959448,1.954237321,1.88666,0.117495567,0.490328618,No
carboxyl-ethyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Ethyl,Carboxyl,629.5507541,1065.154991,68.47123953,1.954237321,1.42546,0.132711189,0.43521017,No
ethyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Ethyl,,534.2419652,1105.472993,56.79156516,1.954237321,1.72466,0.055427057,0.452091894,No
carbonyl-tetramethylammonium dicyanamide,Ammonium,Dicyanamide,Methyl,Carbonyl,586.3499128,1107.651348,59.91736206,1.733253018,1.14966,0.07430977,0.444034341,No
carbonyl-ethyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Ethyl,Carbonyl,594.1961988,1064.588889,56.79156516,1.954237321,1.53976,0.082874771,0.451557186,No
carboxyl-tetramethylammonium dicyanamide,Ammonium,Dicyanamide,Methyl,Carboxyl,621.7044682,1103.434585,71.27870899,1.733253018,1.03536,0.118995658,0.428193713,No
(3-aminopropyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Propyl,Amino,660.1025163,1121.271438,31.09614634,2.203396426,2.27676,0.131038196,0.489783016,No
carboxyl-propyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Propyl,Carboxyl,642.0375528,1041.046715,74.4158541,2.203396426,1.81556,0.148007583,0.430316648,No
(2-hydroxypropyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Propyl,Hydroxyl,639.3981441,1138.839311,38.00041349,2.203396426,1.29006,0.085348164,0.473700084,No
carbonyl-propyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Propyl,Carbonyl,606.6829974,1038.197236,63.45904697,2.203396426,1.92986,0.092426981,0.445739016,No
propyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Propyl,,546.7287639,1066.030439,63.45904697,2.203396426,2.11476,0.061815622,0.446496922,No
(2-hydroxybutyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Butyl,Hydroxyl,651.0389501,1095.1143,34.32804456,2.484322533,1.68016,0.090543209,0.481968161,No
(3-aminobutyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Butyl,Amino,671.7433223,1080.018726,27.75517323,2.484322533,2.66686,0.139014342,0.497566856,No
carboxyl-butyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Butyl,Carboxyl,653.6783588,1016.10887,68.3151381,2.484322533,2.20566,0.157016635,0.441501408,No
carbonyl-butyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Butyl,Carbonyl,618.3238034,1011.38166,56.6189988,2.484322533,2.31996,0.098052905,0.457941812,No
butyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Butyl,,558.3695699,1029.429747,56.6189988,2.484322533,2.50486,0.065578268,0.458867047,No
(2-hydroxypentyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Pentyl,Hydroxyl,662.6880591,1060.99659,38.00041349,1.491824698,2.07026,0.096054471,0.480172407,No
(3-aminopentyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Pentyl,Amino,683.3924313,1047.771408,31.09614634,1.491824698,3.05696,0.147475986,0.496180915,No
carboxyl-pentyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Pentyl,Carboxyl,665.3274678,995.6001193,74.4158541,1.491824698,2.59576,0.166574059,0.43623493,No
carbonyl-pentyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Pentyl,Carbonyl,629.9729124,989.700884,63.45904697,1.491824698,2.71006,0.104021274,0.451709663,No
pentyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Pentyl,,570.0186789,1001.249359,63.45904697,1.491824698,2.89496,0.069569942,0.452746068,No
(2-hydroxyhexyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Hexyl,Hydroxyl,674.3371681,1033.594624,31.01057424,1.491824698,2.46036,0.101901197,0.49256154,No
(3-aminohexyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Hexyl,Amino,695.0415403,1021.832424,24.77315461,1.491824698,3.44706,0.156452681,0.507655761,No
carboxyl-hexyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Hexyl,Carboxyl,676.9765768,978.4027395,62.71456734,1.491824698,2.98586,0.176713231,0.454731727,No
carbonyl-hexyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Hexyl,Carbonyl,641.6220214,971.7732918,50.5162176,1.491824698,3.10016,0.11035293,0.471874542,No
hexyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Hexyl,,581.6677879,978.843829,50.5162176,1.491824698,3.28506,0.073804585,0.472987563,No
(2-hydroxyheptyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Heptyl,Hydroxyl,685.9779741,1011.053201,38.00041349,1.491824698,2.85046,0.108103806,0.486227072,No
(3-aminoheptyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Heptyl,Amino,706.6823463,1000.465916,31.09614634,1.491824698,3.83716,0.165975777,0.502190272,No
carboxyl-heptyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Heptyl,Carboxyl,688.6173828,963.7329849,74.4158541,1.491824698,3.37596,0.187469564,0.441980304,No
(2-hydroxyoctyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Octyl,Hydroxyl,697.6270831,992.26496,28.01370502,1.491824698,3.24056,0.114683962,0.502464963,No
heptyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Heptyl,,593.3085939,960.5511788,63.45904697,1.491824698,3.67516,0.078296986,0.458642806,No
carbonyl-heptyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Heptyl,Carbonyl,653.2628274,956.657508,63.45904697,1.491824698,3.49026,0.117069987,0.457475406,No
carboxyl-octyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Octyl,Carboxyl,700.2664918,951.1413275,57.57313923,1.491824698,3.76606,0.198880623,0.467253908,No
(3-aminooctyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Octyl,Amino,718.3314553,982.640949,22.11152437,1.491824698,4.22726,0.176078533,0.517075397,No
(2-hydroxynonyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Nonyl,Hydroxyl,709.2678891,976.28958,38.00041349,1.491824698,3.63066,0.121664643,0.492022203,No
octyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Octyl,,604.9577029,945.4170403,45.07123571,1.491824698,4.06526,0.083062834,0.486020325,No
(3-aminononyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Nonyl,Amino,729.9722613,967.4697096,31.09614634,1.491824698,4.61736,0.186796233,0.507954949,No
carbonyl-octyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Octyl,Carbonyl,664.9119364,943.8134529,45.07123571,1.491824698,3.88036,0.124195903,0.484813699,No
carboxyl-nonyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Nonyl,Carboxyl,711.9072978,940.1500954,74.4158541,1.491824698,4.15616,0.210986259,0.44758398,No
carbonyl-nonyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Nonyl,Carbonyl,676.5527424,932.6961794,63.45904697,1.491824698,4.27046,0.131755566,0.463085845,No
(3-aminodecyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Decyl,Amino,741.6213703,954.4709167,19.73585995,1.491824698,5.00746,0.198166306,0.525925244,No
(2-hydroxydecyl)trimethylammonium dicyanamide,Ammonium,Dicyanamide,Decyl,Hydroxyl,720.9169981,962.6099183,25.30645396,1.491824698,4.02076,0.129070231,0.511782589,No
carboxyl-decyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Decyl,Carboxyl,723.5564068,930.5343709,52.8532126,1.491824698,4.54626,0.223828752,0.479100216,No
nonyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Nonyl,,616.5985089,932.6113681,63.45904697,1.491824698,4.45536,0.088118774,0.464321416,No
carbonyl-decyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Decyl,Carbonyl,688.2018514,923.0443426,40.21315104,1.491824698,4.66056,0.139775377,0.49684731,No
(2-hydroxymethyl)trimethylammonium trifluoromethanesulfonate,Ammonium,Trifluoromethanesulfonate,Methyl,Hydroxyl,695.0094625,1716.351125,36.29406675,1.733253018,0.239,0.106846203,0.459056368,No
(3-aminomethyl)trimethylammonium trifluoromethanesulfonate,Ammonium,Trifluoromethanesulfonate,Methyl,Amino,715.7138347,1691.472439,29.52975181,1.733253018,1.2257,0.164044932,0.475077275,No
decyltrimethylammonium dicyanamide,Ammonium,Dicyanamide,Decyl,,628.2476179,921.7075666,40.21315104,1.491824698,4.84546,0.093482463,0.498104371,No
carboxyl-tetramethylammonium trifluoromethanesulfonate,Ammonium,Trifluoromethanesulfonate,Methyl,Carboxyl,697.6488712,1463.958959,71.27870899,1.733253018,0.7645,0.185288676,0.42022296,No
carbonyl-tetramethylammonium trifluoromethanesulfonate,Ammonium,Trifluoromethanesulfonate,Methyl,Carbonyl,662.2943158,1505.510752,59.91736206,1.733253018,0.8788,0.115708077,0.435426213,No
(2-hydroxyethyl)trimethylammonium trifluoromethanesulfonate,Ammonium,Trifluoromethanesulfonate,Ethyl,Hydroxyl,702.8557484,1591.90476,34.77127023,1.954237321,0.6291,0.119161378,0.465832824,No
tetramethylammonium trifluoromethanesulfonate,Ammonium,Trifluoromethanesulfonate,Methyl,,602.3400823,1673.645614,59.91736206,1.733253018,1.0637,0.077386134,0.433786056,No
(3-aminoethyl)trimethylammonium trifluoromethanesulfonate,Ammonium,Trifluoromethanesulfonate,Ethyl,Amino,723.5601206,1571.352666,28.13959448,1.954237321,1.6158,0.182952877,0.481602692,No
