Name,Cation,Anion,Alkyl Chain,Functional Group,Heat Capacity (J/mol·K),Density (kg/m³),Toxicity (IC50 in mM),Solubility (g/L),Hydrophobicity (logP),Viscosity (Pa·s),Pareto Score,In ILThermo
carbonyl-N-decyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,Pyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Decyl,Carbonyl,1100.867562,1330.861161,3.871025314,1,5.406,0.506375022,0.772372851,No
carbonyl-octyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Tributylmethylammonium,Bis(trifluoromethanesulfonyl)imide,Octyl,Carbonyl,1127.511015,1324.616373,7.395920176,1.733253018,8.0745,0.674405659,0.772210538,No
carboxyl-N-decyl-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,Pyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Decyl,Carboxyl,1136.222117,1321.342295,8.727091081,1,5.2917,0.810881655,0.771983134,No
carboxyl-1-heptyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Octyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Heptyl,Carboxyl,1292.200964,1612.786371,16.18780255,1.915540829,6.70792,1.49639119,0.771770493,No
N-(2-hydroxydecyl)-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,Pyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Decyl,Hydroxyl,1133.582708,1385.649631,6.326149529,1,4.7662,0.467592666,0.771542904,No
N-(2-hydroxydecyl)-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,Piperidinium,Bis(trifluoromethanesulfonyl)imide,Decyl,Hydroxyl,1133.171834,1256.149149,6.326149529,1,5.1563,0.521487756,0.771542904,No
tetraoctylphosphonium bis(trifluoromethanesulfonyl)imide,Tetrabutylphosphonium,Bis(trifluoromethanesulfonyl)imide,Octyl,,1169.202544,1484.192995,6.951642001,1.665291195,10.6305,0.661008807,0.771299731,No
carbonyl-N-octyl-N-methylpiperidinium bis(trifluoromethanesulfonyl)imide,Piperidinium,Bis(trifluoromethanesulfonyl)imide,Octyl,Carbonyl,1077.166772,1252.776584,5.139164064,1,5.0159,0.501793808,0.771015334,No
(2-hydroxynonyl)-tetrabutylphosphonium bis(trifluoromethanesulfonyl)imide,Tetrabutylphosphonium,Bis(trifluoromethanesulfonyl)imide,Nonyl,Hydroxyl,1273.51273,1470.79688,20.18896152,1.665291195,10.1959,0.968199574,0.770880249,No
1-(3-aminohexyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Butyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Amino,1242.22896,1769.557279,5.207315375,1.915540829,5.21862,0.985940209,0.770587222,No
carboxyl-1-nonyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Butyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Nonyl,Carboxyl,1259.094718,1537.757235,16.18780255,1.915540829,5.92772,1.329602247,0.770471987,No
(2-hydroxyhexyl)-tetrabutylphosphonium bis(trifluoromethanesulfonyl)imide,Tetrabutylphosphonium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Hydroxyl,1238.582009,1560.572875,13.07624367,1.665291195,9.0256,0.81092331,0.770277073,No
carbonyl-octyl-morpholinium bis(trifluoromethanesulfonyl)imide,Morpholinium,Bis(trifluoromethanesulfonyl)imide,Octyl,Carbonyl,1121.190247,1404.454864,5.139164064,1,3.8622,0.547310136,0.770268531,No
1-(3-aminopentyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Octyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Pentyl,Amino,1286.976012,1807.511123,9.433226576,1.915540829,6.38892,1.177160502,0.770114749,No
1-(2-hydroxynonyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Butyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Nonyl,Hydroxyl,1256.455309,1628.741528,12.78355378,1.915540829,5.40222,0.766711463,0.770030858,No
1-nonyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Octyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Nonyl,,1220.18209,1613.252524,9.137688763,1.915540829,7.78732,0.703368347,0.769943198,No
carbonyl-1-decyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Imidazolium,Bis(trifluoromethanesulfonyl)imide,Decyl,Carbonyl,1105.994009,1465.378927,1.26648489,1.648721271,4.4463,0.766217763,0.769891872,No
carbonyl-1-decyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Decyl,Carbonyl,1213.635412,1512.821433,2.593368576,1.915540829,4.8606,0.660775265,0.769891872,No
carbonyl-1-decyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Ethylimidazolium,Bis(trifluoromethanesulfonyl)imide,Decyl,Carbonyl,1227.736965,1515.109947,2.593368576,2.159766254,5.3435,0.707531422,0.769891872,No
carbonyl-1-decyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Butyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Decyl,Carbonyl,1235.389272,1521.325492,2.593368576,1.915540829,6.43212,0.880842461,0.769891872,No
carbonyl-1-decyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Octyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Decyl,Carbonyl,1291.785433,1528.486008,2.593368576,1.915540829,7.99252,1.115693867,0.769891872,No
(3-aminodecyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Tetramethylammonium,Bis(trifluoromethanesulfonyl)imide,Decyl,Amino,1119.631232,1381.177846,6.169099782,1.733253018,5.6907,0.63224942,0.769857521,No
carboxyl-decyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Tetraethylammonium,Bis(trifluoromethanesulfonyl)imide,Decyl,Carboxyl,1157.96243,1342.928504,12.18231139,1.954237321,6.7899,0.904526516,0.769849554,No
(3-aminononyl)-morpholinium bis(trifluoromethanesulfonyl)imide,Morpholinium,Bis(trifluoromethanesulfonyl)imide,Nonyl,Amino,1186.250571,1427.656676,12.32839544,1,4.5992,0.823179096,0.769813183,No
1-(2-hydroxydecyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Imidazolium,Bis(trifluoromethanesulfonyl)imide,Decyl,Hydroxyl,1138.709155,1536.796515,2.497985755,1.648721271,3.8065,0.707534516,0.769794542,No
1-(2-hydroxydecyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Decyl,Hydroxyl,1246.350558,1585.898568,4.432016235,1.915540829,4.2208,0.610167671,0.769794542,No
1-(2-hydroxydecyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Ethylimidazolium,Bis(trifluoromethanesulfonyl)imide,Decyl,Hydroxyl,1260.452111,1586.520639,4.432016235,2.159766254,4.7037,0.653342857,0.769794542,No
1-(2-hydroxydecyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Butyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Decyl,Hydroxyl,1268.104418,1588.159408,4.432016235,1.915540829,5.79232,0.813380314,0.769794542,No
1-(2-hydroxydecyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Octyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Decyl,Hydroxyl,1324.500579,1590.059203,4.432016235,1.915540829,7.35272,1.030244872,0.769794542,No
1-(3-aminoheptyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Butyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Heptyl,Amino,1253.869766,1714.430265,9.433226576,1.915540829,5.60872,1.045953264,0.769679667,No
carboxyl-1-nonyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Ethylimidazolium,Bis(trifluoromethanesulfonyl)imide,Nonyl,Carboxyl,1251.442411,1532.653066,16.18780255,2.159766254,4.8391,1.067995027,0.769611344,No
carboxyl-N-octyl-N-methylpiperidinium bis(trifluoromethanesulfonyl)imide,Piperidinium,Bis(trifluoromethanesulfonyl)imide,Octyl,Carboxyl,1112.521328,1246.308152,10.79367561,1,4.9016,0.803545546,0.769481199,No
carboxyl-tetrahexylphosphonium bis(trifluoromethanesulfonyl)imide,Tetrabutylphosphonium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Carboxyl,1241.221418,1486.993643,16.83251004,1.665291195,9.5511,1.406272773,0.769437318,No
N-(3-aminooctyl)-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,Pyrrolidinium,Bis(trifluoromethanesulfonyl)imide,Octyl,Amino,1130.997165,1442.692053,5.531151768,1,4.9727,0.637893261,0.769388236,No
N-(3-aminooctyl)-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,Piperidinium,Bis(trifluoromethanesulfonyl)imide,Octyl,Amino,1130.586291,1294.238107,5.531151768,1,5.3628,0.711417328,0.769388236,No
decyl-phospholium bis(trifluoromethanesulfonyl)imide,Phospholium,Bis(trifluoromethanesulfonyl)imide,Decyl,,1057.559692,1260.197034,3.871025314,1,7.3228,0.408354803,0.769337793,No
carboxyl-octyl-morpholinium bis(trifluoromethanesulfonyl)imide,Morpholinium,Bis(trifluoromethanesulfonyl)imide,Octyl,Carboxyl,1156.544802,1391.30818,10.79367561,1,3.7479,0.876432939,0.769052045,No
(3-aminooctyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Tetraethylammonium,Bis(trifluoromethanesulfonyl)imide,Octyl,Amino,1152.737478,1456.389495,7.907757484,1.954237321,6.4709,0.711560517,0.768984756,No
1-(3-aminohexyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Ethylimidazolium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Amino,1234.576653,1784.607324,5.207315375,2.159766254,4.13,0.791950557,0.768749174,No
(3-aminohexyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Tributylmethylammonium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Amino,1157.640618,1421.819578,10.13642681,1.733253018,7.6412,0.849565651,0.768573179,No
1-(3-aminobutyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Octyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Butyl,Amino,1275.326903,1868.311804,7.008693586,3.189933276,5.99882,1.109619245,0.768497402,No
(2-hydroxyoctyl)-morpholinium bis(trifluoromethanesulfonyl)imide,Morpholinium,Bis(trifluoromethanesulfonyl)imide,Octyl,Hydroxyl,1153.905393,1469.360112,8.027225078,1,3.2224,0.505392633,0.768411395,No
N-(3-aminohexyl)-N-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,Piperidinium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Amino,1107.296376,1347.138732,7.225133934,1,4.5826,0.632122192,0.76833838,No
1-(3-aminoheptyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Ethylimidazolium,Bis(trifluoromethanesulfonyl)imide,Heptyl,Amino,1246.217459,1723.683068,9.433226576,2.159766254,4.5201,0.840155683,0.768121809,No
carbonyl-decyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Diethylmethylammonium,Bis(trifluoromethanesulfonyl)imide,Decyl,Carbonyl,1088.475116,1335.915369,5.683019939,1.733253018,5.8175,0.529335884,0.768017769,No
N-decyl-N-methylpiperidinium bis(trifluoromethanesulfonyl)imide,Piperidinium,Bis(trifluoromethanesulfonyl)imide,Decyl,,1040.502454,1236.702676,3.871025314,1,5.981,0.377701036,0.767932882,No
(3-aminobutyl)-tetrabutylphosphonium bis(trifluoromethanesulfonyl)imide,Tetrabutylphosphonium,Bis(trifluoromethanesulfonyl)imide,Butyl,Amino,1235.988163,1627.122284,12.06833492,2.773194764,9.2321,1.106267381,0.767914624,No
carboxyl-1-nonyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Nonyl,Carboxyl,1237.340858,1530.768979,16.18780255,1.915540829,4.3562,0.997418173,0.767612302,No
decyl-morpholinium bis(trifluoromethanesulfonyl)imide,Morpholinium,Bis(trifluoromethanesulfonyl)imide,Decyl,,1084.525928,1385.037512,3.871025314,1,4.8273,0.411961251,0.767348229,No
(3-aminopentyl)-tetrabutylphosphonium bis(trifluoromethanesulfonyl)imide,Tetrabutylphosphonium,Bis(trifluoromethanesulfonyl)imide,Pentyl,Amino,1247.637272,1588.861726,15.39789907,1.665291195,9.6222,1.173604614,0.767316992,No
carbonyl-1-hexyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Butyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Carbonyl,1188.809442,1683.362418,4.867997011,1.915540829,4.87172,0.695426823,0.767242356,No
carboxyl-1-hexyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Butyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Carboxyl,1224.163997,1656.573271,10.09423368,1.915540829,4.75742,1.113619014,0.767205993,No
carbonyl-1-pentyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Octyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Pentyl,Carbonyl,1233.556494,1722.924442,9.137688763,1.915540829,6.04202,0.830302873,0.766644882,No
1-(3-aminohexyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Amino,1220.4751,1790.250417,5.207315375,1.915540829,3.6471,0.739615688,0.766385968,No
(2-hydroxydecyl)trimethylammonium bis(trifluoromethanesulfonyl)imide,Diethylmethylammonium,Bis(trifluoromethanesulfonyl)imide,Decyl,Hydroxyl,1121.190262,1389.518895,9.008260495,1.733253018,5.1777,0.488794996,0.766157311,No
carboxyl-1-hexyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Ethylimidazolium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Carboxyl,1216.51169,1660.429051,10.09423368,2.159766254,3.6688,0.894507791,0.765909272,No
carbonyl-1-heptyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Butyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Heptyl,Carbonyl,1200.450248,1636.523399,9.137688763,1.915540829,5.26182,0.73775666,0.765883821,No
1-(3-aminoheptyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Heptyl,Amino,1232.115906,1727.119371,9.433226576,1.915540829,4.0372,0.784635251,0.765865097,No
1-(3-aminooctyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Imidazolium,Bis(trifluoromethanesulfonyl)imide,Octyl,Amino,1136.123612,1619.112008,2.149737752,1.648721271,4.013,0.96522365,0.765855434,No
1-(3-aminooctyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Octyl,Amino,1243.765015,1671.461318,3.868928364,1.915540829,4.4273,0.832395103,0.765855434,No
1-(3-aminooctyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,Ethylimidazolium,Bis(trifluoromethanesulfonyl)imide,Octyl,Amino,1257.866568,1669.770976,3.868928364,2.159766254,4.9102,0.891295001,0.765855434,No
1-(3-aminooctyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Octyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Octyl,Amino,1321.915036,1660.063362,3.868928364,1.915540829,7.55922,1.405467426,0.765855434,No
carboxyl-decyltrimethylammonium bis(trifluoromethanesulfonyl)imide,Diethylmethylammonium,Bis(trifluoromethanesulfonyl)imide,Decyl,Carboxyl,1123.829671,1326.455039,12.18231139,1.733253018,5.7032,0.84764994,0.765569377,No
(3-aminohexyl)-morpholinium bis(trifluoromethanesulfonyl)imide,Morpholinium,Bis(trifluoromethanesulfonyl)imide,Hexyl,Amino,1151.31985,1541.388539,7.225133934,1,3.4289,0.689460246,0.765543392,No
carbonyl-1-butyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,1-Octyl-3-methylimidazolium,Bis(trifluoromethanesulfonyl)imide,Butyl,Carbonyl,1221.907385,1774.629276,6.66950085,3.189933276,5.65192,0.782663065,0.765516918,No
